, Fort Smith  , FSA , 162 , 90 , 10 , 667 , 108 , 217 , D , 830 , 12 , 456 , D , 333 , 12 , D , D , 78 , 294 , 766 , 20 ," 1,908 ",,,,,,,,,,,,,,,,,,,
 California ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Chula Vista , CVC , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,
, Fresno  , FRE , 877 ," 1,217 ", 117 ," 4,004 ", 153 , 371 , 15 , 148 , 145 , 228 , 14 , 833 , 39 , 23 , D , 160 ," 1,214 "," 1,839 ", 147 ," 5,145 ",,,,,,,,,,,,,,,,,,,
, Imperial , IMP , 218 , 65 , 15 , 701 , 11 , 424 , 15 , 225 , D , D , -   , 88 , D , -   , -   , 14 , 231 , 491 , 30 ," 1,028 ",,,,,,,,,,,,,,,,,,,
, Los Angeles  , LOS ," 1,669 "," 1,279 ", 208 ," 6,629 ", 319 ," 3,277 ", 89 ," 3,942 ", 213 , 366 , D ," 1,231 ", 94 , 63 , 10 , 692 ," 2,295 "," 4,985 ", 314 ," 12,494 ",,,,,,,,,,,,,,,,,,,
, Los Angeles County  , LAC ," 1,610 "," 1,253 ", 193 ," 5,787 ", 136 ," 4,484 ", 116 ," 2,710 ", 171 , 369 , 13 ," 1,092 ", 41 , 28 , D , 362 ," 1,958 "," 6,134 ", 324 ," 9,951 ",,,,,,,,,,,,,,,,,,,
, Sacramento  , SAC , 931 , 641 , 125 ," 5,227 ", 282 , 166 , 10 , 827 , 238 , 32 , D ," 1,523 ", 38 , D , D , 183 ," 1,489 ", 845 , 145 ," 7,760 ",,,,,,,,,,,,,,,,,,,
, San Bernardino , SBD ," 1,449 "," 1,468 ", 253 ," 4,664 ", 87 , 351 , 27 , 744 , 139 , 166 , D , 729 , 35 , 20 , D , 190 ," 1,710 "," 2,005 ", 296 ," 6,327 ",,,,,,,,,,,,,,,,,,,
, San Diego  , SND ," 1,333 "," 1,042 ", 88 ," 4,970 ", 359 , 283 , D ," 1,546 ", 112 , D , D , 776 , 25 , D , D , 124 ," 1,829 "," 1,341 ", 98 ," 7,416 ",,,,,,,,,,,,,,,,,,,
, San Fernando Valley , SFV ," 1,175 ", 796 , 119 ," 4,510 ", 198 ," 3,360 ", 87 ," 2,355 ", 83 , 400 , 26 , 610 , 42 , 23 , -   , 318 ," 1,498 "," 4,579 ", 232 ," 7,793 ",,,,,,,,,,,,,,,,,,,
, San Francisco , SFR ," 1,795 "," 2,194 ", 186 ," 9,264 "," 1,225 ", 629 , 38 ," 3,389 ", 373 , 45 , -   ," 2,351 ", 92 , 50 , D , 731 ," 3,485 "," 2,918 ", 227 ," 15,735 ",,,,,,,,,,,,,,,,,,,
, San Jose  , SNJ ," 1,130 ", 625 , 78 ," 4,981 "," 1,957 "," 1,171 ", 59 ," 3,871 ", 242 , 30 , D , 757 , 39 , 11 , D , 205 ," 3,368 "," 1,837 ", 142 ," 9,814 ",,,,,,,,,,,,,,,,,,,
, Santa Ana , SAA ," 1,250 "," 1,560 ", 145 ," 4,530 ", 424 , 262 , 36 ," 1,319 ", 135 , 127 , D , 752 , 49 , 40 , D , 206 ," 1,858 "," 1,989 ", 186 ," 6,807 ",,,,,,,,,,,,,,,,,,,
 Colorado ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Denver  , DEN ," 1,142 ", 794 , 114 ," 5,529 ", 262 , 845 , 141 ," 1,184 ", 134 , 127 , 14 , 606 , 27 , 18 , D , 162 ," 1,565 "," 1,784 ", 270 ," 7,481 ",,,,,,,,,,,,,,,,,,,
 Connecticut ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Hartford  , HAR , 965 , 570 , 95 ," 3,770 ", 408 , 879 , 23 ," 1,532 ", 80 , 335 , D ," 1,123 ", 54 , 22 , D , 172 ," 1,507 "," 1,806 ", 129 ," 6,597 ",,,,,,,,,,,,,,,,,,,
Delaware,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
,Dover, DVD , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,
 District of Columbia ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Washington  , WAS ," 1,487 "," 1,183 ", 148 ," 7,044 ", 707 , 263 , 36 ," 2,009 ", 219 , 85 , D ," 1,205 ", 99 , 85 , 44 ," 1,076 "," 2,512 "," 1,616 ", 235 ," 11,334 ",,,,,,,,,,,,,,,,,,,
 Florida ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Hialeah , HIA , 783 , 697 , 73 ," 2,833 ", 200 ," 2,375 ", 102 ," 1,755 "," 1,849 "," 3,446 ", 110 ," 4,390 ", 21 , 14 , 10 , 93 ," 2,853 "," 6,532 ", 295 ," 9,071 ",,,,,,,,,,,,,,,,,,,
, Jacksonville , JAC , 520 , 432 , 87 ," 2,692 ", 223 , 412 , 20 , 674 , 154 , 65 , D , 469 , 11 , D , D , 48 , 908 , 914 , 114 ," 3,883 ",,,,,,,,,,,,,,,,,,,
, Kendall , KND , 678 , 379 , 87 ," 2,916 ", 87 ," 1,501 ", 44 ," 1,685 "," 1,750 ", 855 , 100 ," 7,741 ", D , D , D , 51 ," 2,522 "," 2,736 ", 234 ," 12,393 ",,,,,,,,,,,,,,,,,,,
, Miami  , MIA ," 1,192 ", 924 , 146 ," 4,452 ", 219 ," 1,088 ", 44 ," 1,724 "," 1,098 ", 383 , 38 ," 3,809 ", 21 , 16 , D , 147 ," 2,530 "," 2,411 ", 233 ," 10,132 ",,,,,,,,,,,,,,,,,,,
, Fort Myers , OFM , 471 , 288 , 80 ," 1,953 ", 30 , 121 , D , 213 , 436 , 80 , 19 , 913 , D , 14 , D , 40 , 938 , 503 , 106 ," 3,119 ",,,,,,,,,,,,,,,,,,,
, Oakland Park , OKL ," 1,446 ", 801 , 203 ," 5,370 ", 243 , 569 , 24 ," 1,380 ", 259 ," 1,315 ", 38 ," 1,178 ", 19 , 11 , D , 76 ," 1,967 "," 2,696 ", 274 ," 8,004 ",,,,,,,,,,,,,,,,,,,
, Orlando  , ORL ," 1,631 "," 1,576 ", 228 ," 6,534 ", 381 , 942 , 50 ," 1,999 ", 379 , 175 , 25 ," 1,223 ", 36 , 16 , 16 , 72 ," 2,427 "," 2,709 ", 319 ," 9,828 ",,,,,,,,,,,,,,,,,,,
, Tampa  , TAM ," 1,172 "," 1,180 ", 178 ," 4,481 ", 343 , 733 , 18 ," 1,650 "," 1,117 ", 905 , 80 ," 2,208 ", 26 , 24 , D , 177 ," 2,658 "," 2,842 ", 283 ," 8,516 ",,,,,,,,,,,,,,,,,,,
, West Palm Beach , WPB , 985 , 628 , 157 ," 3,924 ", 146 , 765 , 22 ," 1,110 ", 348 , 990 , 33 ," 1,067 ", 10 , 26 , D , 107 ," 1,489 "," 2,409 ", 215 ," 6,208 ",,,,,,,,,,,,,,,,,,,
 Georgia ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Atlanta  , ATL ," 2,032 ", 736 , 239 ," 11,337 "," 1,007 ", 264 , 18 ," 2,507 ", 152 , 106 , D ," 1,021 ", 38 , 40 , D , 433 ," 3,229 "," 1,146 ", 266 ," 15,298 ",,,,,,,,,,,,,,,,,,,
 Hawaii ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Honolulu  , HHW , 254 , 316 , 29 ," 1,129 ", 16 , 56 , D , 68 , 10 , -   , D , 68 , D , -   , D , 18 , 284 , 372 , 39 ," 1,283 ",,,,,,,,,,,,,,,,,,,
 Idaho ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Boise  , BOI , 161 , 262 , 16 , 859 , 37 , 480 , 23 , 127 , 25 , 36 , D , 278 , D , D , -   , 16 , 227 , 779 , 40 ," 1,280 ",,,,,,,,,,,,,,,,,,,
 Illinois ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Chicago  , CHI ," 2,862 "," 2,564 ", 273 ," 12,609 ", 887 , 381 , 27 ," 2,282 ", 349 , 57 , D ," 1,420 ", 55 , 27 , D , 187 ," 4,153 "," 3,029 ", 310 ," 16,498 ",,,,,,,,,,,,,,,,,,,
 Indiana ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Indianapolis  , INP , 663 , 390 , 68 ," 3,062 ", 293 , 511 , 30 ," 1,027 ", 193 , 247 , D ," 1,657 ", 10 , 14 , D , 117 ," 1,159 "," 1,162 ", 104 ," 5,863 ",,,,,,,,,,,,,,,,,,,
 Iowa ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Des Moines , DSM , 212 , 207 , 26 , 691 , 222 , 473 , 11 , 631 , 156 , 58 , D , 675 , D , D , D , 86 , 598 , 743 , 40 ," 2,083 ",,,,,,,,,,,,,,,,,,,
 Kansas ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Wichita , WIC , 194 , 120 , 14 , 744 , 27 , 82 , 15 , 250 , 31 , 31 , D , 216 , D , -   , D , D , 254 , 233 , 31 ," 1,219 ",,,,,,,,,,,,,,,,,,,
 Kentucky ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Louisville  , LOU , 253 , 188 , 36 , 998 , 133 , 590 , D , 599 , 459 , 543 , 13 ," 1,568 ", 39 , 15 , D , 179 , 884 ," 1,336 ", 59 ," 3,344 ",,,,,,,,,,,,,,,,,,,
 Louisiana ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, New Orleans  , NOL , 316 , 341 , 74 ," 2,094 ", 132 , 302 , D , 339 , 138 , 56 , D , 672 , 50 , 87 , D , 952 , 636 , 786 , 89 ," 4,057 ",,,,,,,,,,,,,,,,,,,
 Maine ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Portland  , POM , 99 , 59 , D , 371 , 39 , 38 , D , 162 , 30 , D , -   , 222 , D , D , D , 42 , 176 , 109 , 11 , 797 ,,,,,,,,,,,,,,,,,,,
 Maryland ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Baltimore  , BAL ," 1,610 ", 663 , 254 ," 10,016 ", 578 , 171 , 18 ," 1,579 ", 409 , 66 , D ," 1,955 ", 127 , 152 , 21 ," 2,111 "," 2,724 "," 1,052 ", 299 ," 15,661 ",,,,,,,,,,,,,,,,,,,
 Massachusetts ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Boston  , BOS ," 1,430 "," 1,852 ", 163 ," 6,279 ", 784 ," 1,085 ", 54 ," 2,093 ", 131 , 768 , D , 936 , 180 , 136 , D , 654 ," 2,525 "," 3,841 ", 234 ," 9,962 ",,,,,,,,,,,,,,,,,,,
, Lawrence , LAW , 797 , 637 , 84 ," 2,671 ", 376 , 483 , 13 ," 1,052 ", 70 , 537 , 13 , 575 , 52 , 41 , D , 161 ," 1,295 "," 1,698 ", 112 ," 4,459 ",,,,,,,,,,,,,,,,,,,
 Michigan ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Detroit  , DET , 895 , 616 , 75 ," 3,295 ", 790 , 834 , 12 ," 2,375 ", 176 , 261 , 14 ," 1,012 ", 15 , 21 , D , 80 ," 1,876 "," 1,732 ", 109 ," 6,762 ",,,,,,,,,,,,,,,,,,,
 Minnesota ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, St. Paul  , SPM , 725 , 192 , 72 ," 4,242 ", 453 , 158 , D ," 2,015 ", 217 , 25 , D ," 1,058 ", 38 , 27 , D , 325 ," 1,433 ", 402 , 89 ," 7,640 ",,,,,,,,,,,,,,,,,,,
 Missouri ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Kansas City  , KAN , 472 , 334 , 38 ," 1,767 ", 124 , 491 , D ," 1,252 ", 71 ," 1,096 ", 24 , 775 , D , D , D , 94 , 673 ," 1,929 ", 70 ," 3,888 ",,,,,,,,,,,,,,,,,,,
, St. Louis  , STL , 266 , 343 , 33 , 854 , 406 , 555 , 25 , 860 , 57 , 224 , D , 245 , D , D , -   , 46 , 733 ," 1,124 ", 59 ," 2,005 ",,,,,,,,,,,,,,,,,,,
 Montana ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Helena  , HEL , 72 , 56 , D , 259 , 11 , 55 , -   , 96 , D , D , D , 93 , D , -   , -   , D , 86 , 117 , D , 453 ,,,,,,,,,,,,,,,,,,,
 Nebraska ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Omaha  , OMA , 261 , 164 , 30 ," 1,414 ", 124 , 656 , 15 , 573 , 109 , 250 , 14 , 592 , 15 , 34 , D , 216 , 509 ," 1,104 ", 63 ," 2,795 ",,,,,,,,,,,,,,,,,,,
 Nevada ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Las Vegas  , LVG , 735 , 389 , 80 ," 3,946 ", 66 , 565 , D ," 1,197 ", 267 , 69 , 23 , 552 , 15 , 11 , D , 105 ," 1,083 "," 1,034 ", 114 ," 5,800 ",,,,,,,,,,,,,,,,,,,
, Reno  , REN , 154 , 114 , 12 , 583 , 18 , 264 , 14 , 506 , 15 , 24 , D , 35 , D , D , -   , 21 , 192 , 405 , 27 ," 1,145 ",,,,,,,,,,,,,,,,,,,
 New Hampshire ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Manchester  , MAN , 156 , 122 , 13 , 518 , 81 , 243 , D , 251 , 32 , 120 , D , 321 , D , D , D , D , 271 , 489 , 18 ," 1,096 ",,,,,,,,,,,,,,,,,,,
New Jersey,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Mount Laurel , MTL , 692 , 580 , 93 ," 2,789 ", 399 , 646 , 35 ," 1,136 ", 28 , 62 , D , 883 , 22 , 39 , D , 165 ," 1,141 "," 1,327 ", 132 ," 4,973 ",,,,,,,,,,,,,,,,,,,
, Newark  , NEW ," 3,160 "," 2,763 ", 443 ," 14,675 "," 1,740 "," 2,179 ", 103 ," 5,303 ", 232 , 390 , D ," 4,015 ", 75 , 54 , D , 424 ," 5,207 "," 5,386 ", 563 ," 24,417 ",,,,,,,,,,,,,,,,,,,
 New Mexico ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Albuquerque  , ABQ , 283 , 263 , 16 ," 1,038 ", 56 , 246 , D , 602 , 11 , 20 , D , 520 , 18 , D , -   , 85 , 368 , 535 , 18 ," 2,245 ",,,,,,,,,,,,,,,,,,,
 New York ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Albany  , ALB , 151 , 178 , 31 , 812 , 138 , 389 , D , 433 , 23 , 118 , D , 319 , 31 , 11 , D , 156 , 343 , 696 , 40 ," 1,720 ",,,,,,,,,,,,,,,,,,,
, Brooklyn , BNY ," 1,812 "," 1,346 ", 442 ," 10,712 ", 153 , 610 , 34 ," 1,110 ", 167 , 311 , D ," 1,998 ", 123 , 82 , 14 , 650 ," 2,255 "," 2,349 ", 499 ," 14,470 ",,,,,,,,,,,,,,,,,,,
, Buffalo  , BUF , 338 , 340 , 44 ," 1,204 ", 177 , 718 , 30 , 728 , 200 , 147 , D ," 1,987 ", D , D , D , 55 , 718 ," 1,211 ", 77 ," 3,974 ",,,,,,,,,,,,,,,,,,,
, Long Island , LNY ," 1,034 ", 872 , 220 ," 5,106 ", 134 , 758 , 14 , 826 , 71 , 324 , D ," 1,400 ", 173 , 169 , D ," 1,514 "," 1,412 "," 2,123 ", 252 ," 8,846 ",,,,,,,,,,,,,,,,,,,
, New York  , NYC ," 2,525 "," 2,191 ", 393 ," 10,723 ", 462 ," 1,249 ", 54 ," 2,133 ", 187 ," 1,314 ", 15 ," 2,351 ", 223 , 231 , D ," 1,139 "," 3,397 "," 4,985 ", 471 ," 16,346 ",,,,,,,,,,,,,,,,,,,
, Queens , QNS ," 1,917 "," 1,662 ", 350 ," 9,334 ", 171 , 884 , 29 ," 1,482 ", 186 , 475 , 23 ," 3,564 ", 162 , 84 , 23 , 746 ," 2,436 "," 3,105 ", 425 ," 15,126 ",,,,,,,,,,,,,,,,,,,
 North Carolina ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Charlotte  , CLT , 837 , 430 , 111 ," 3,737 ", 508 , 375 , 22 ," 1,207 ", 102 , 35 , D , 544 , 20 , 29 , D , 216 ," 1,467 ", 869 , 147 ," 5,704 ",,,,,,,,,,,,,,,,,,,
, Raleigh , RAL , 804 , 284 , 47 ," 4,218 ", 607 , 426 , 16 ," 1,601 ", 101 , D , D , 368 , 19 , 15 , -   , 186 ," 1,531 ", 729 , 64 ," 6,373 ",,,,,,,,,,,,,,,,,,,
 Ohio ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Cincinnati  , CIN , 217 , 256 , 33 , 967 , 109 , 441 , 10 , 503 , 94 , 148 , D , 951 , D , 16 , D , 179 , 427 , 861 , 49 ," 2,600 ",,,,,,,,,,,,,,,,,,,
, Cleveland  , CLE , 318 , 254 , 36 ," 1,248 ", 199 , 614 , 24 , 765 , 73 , 257 , D , 880 , 12 , 16 , -   , 38 , 602 ," 1,141 ", 66 ," 2,931 ",,,,,,,,,,,,,,,,,,,
, Columbus , CLM , 376 , 313 , 38 ," 1,411 ", 259 , 597 , D ," 1,037 ", 98 , 186 , D , 961 , D , 17 , D , 66 , 739 ," 1,113 ", 54 ," 3,475 ",,,,,,,,,,,,,,,,,,,
 Oklahoma ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Oklahoma City  , OKC , 577 , 402 , 50 ," 2,125 ", 114 , 276 , D , 526 , 68 , 23 , D , 296 , 11 , D , -   , 59 , 770 , 710 , 66 ," 3,006 ",,,,,,,,,,,,,,,,,,,
 Oregon ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Portland  , POO , 596 , 994 , 55 ," 2,930 ", 367 , 177 , D , 704 , 93 , 15 , D , 712 , 10 , D , -   , 51 ," 1,066 "," 1,194 ", 66 ," 4,397 ",,,,,,,,,,,,,,,,,,,
 Pennsylvania ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Philadelphia , PHI ," 1,901 "," 1,461 ", 265 ," 6,697 ", 699 ," 1,079 ", 43 ," 2,168 ", 266 , 494 , D ," 2,403 ", 67 , 86 , 20 , 552 ," 2,933 "," 3,120 ", 334 ," 11,820 ",,,,,,,,,,,,,,,,,,,
, Pittsburgh  , PIT , 257 , 233 , 36 ," 1,055 ", 257 , 297 , 21 , 772 , 55 , 223 , D , 669 , D , 10 , -   , 19 , 572 , 763 , 60 ," 2,515 ",,,,,,,,,,,,,,,,,,,
 Rhode Island ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Providence  , PRO , 272 , 249 , 49 ," 1,149 ", 47 , 497 , 16 , 295 , 25 , 432 , 10 , 225 , D , D , D , 68 , 348 ," 1,186 ", 80 ," 1,737 ",,,,,,,,,,,,,,,,,,,
 South Carolina ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Charleston  , CHL , 348 , 267 , 62 ," 1,752 ", 112 , 58 , D , 343 , 16 , D , D , 212 , D , D , D , 83 , 485 , 336 , 68 ," 2,390 ",,,,,,,,,,,,,,,,,,,
, Greer , GRR , 218 , 227 , 30 , 820 , 161 , 455 , 10 , 399 , 25 , 193 , -   , 206 , D , D , -   , 33 , 409 , 879 , 40 ," 1,458 ",,,,,,,,,,,,,,,,,,,
 Tennessee ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Memphis  , MEM , 255 , 545 , 41 ," 1,546 ", 109 , 889 , 29 , 711 , 38 ," 1,109 ", 16 , 698 , 29 , 22 , -   ," 1,492 ", 431 ," 2,565 ", 86 ," 4,447 ",,,,,,,,,,,,,,,,,,,
, Nashville , NTN , 528 , 359 , 42 ," 2,689 ", 203 , 273 , D , 507 , 92 , 391 , 15 , 783 , 48 , 30 , D , 400 , 871 ," 1,053 ", 71 ," 4,379 ",,,,,,,,,,,,,,,,,,,
 Texas ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,
, Dallas  , DAL ," 3,379 "," 2,949 ", 361 ," 14,856 "," 1,875 ", 438 , 42 ," 3,745 ", 400 , 42 , D ," 1,672 ", 73 , 80 , D , 641 ," 5,727 "," 3,509 ", 418 ," 20,914 ",,,,,,,,,,,,,,,,,,,
, El Paso  , ELP , 819 , 978 , 88 ," 2,449 ", 60 , 526 , 16 ," 1,369 ", 82 , 291 , 27 , 195 , D , D , D , 30 , 967 ," 1,798 ", 132 ," 4,043 ",,,,,,,,,,,,,,,,,,,
, Harlingen  , HLG , 877 , 386 , 72 ," 3,143 ", 24 , 69 , D , 123 , 16 , 492 , D , 214 , D , D , -   , 33 , 923 , 948 , 80 ," 3,513 ",,,,,,,,,,,,,,,,,,,
