, Harlingen  , HLG , 827 , 815 , 121 ," 2,961 ", 30 , 63 , -   , 83 , 11 , 24 , -   , 50 , D , D , -   , 31 , 871 , 910 , 121 ," 3,125 ",,,,,,,,,,,,,,,,,,,,,,,,,
, Houston  , HOU ," 3,640 "," 1,613 ", 396 ," 22,649 ", 911 , 943 , 50 ," 3,517 ", 510 , 573 , 30 ," 4,589 ", 46 , 57 , 14 , 142 ," 5,107 "," 3,186 ", 490 ," 30,897 ",,,,,,,,,,,,,,,,,,,,,,,,,
, San Antonio  , SNA ," 1,985 "," 1,850 ", 202 ," 6,638 ", 332 , 412 , D ," 1,296 ", 231 , 660 , 21 , 775 , 23 , 25 , 20 , 126 ," 2,571 "," 2,947 ", 249 ," 8,835 ",,,,,,,,,,,,,,,,,,,,,,,,,
 Utah ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,,,,,,,
, Salt Lake City  , SLC , 762 , 153 , 60 ," 3,422 ", 82 , 111 , D , 371 , D , D , D , 79 , D , D , D , 23 , 855 , 271 , 69 ," 3,895 ",,,,,,,,,,,,,,,,,,,,,,,,,
 Vermont ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,,,,,,,
, St. Albans  , STA , 56 , 208 , D , 296 , 23 , 46 , D , 75 , -   , 12 , D , 12 , -   , D , -   , D , 79 , 268 , D , 387 ,,,,,,,,,,,,,,,,,,,,,,,,,
 Virginia ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,,,,,,,
, Norfolk  , NOR , 535 , 256 , 55 ," 2,048 ", 114 , 143 , D , 413 , 20 , 31 , D , 104 , D , D , -   , 60 , 674 , 437 , 68 ," 2,625 ",,,,,,,,,,,,,,,,,,,,,,,,,
 Washington ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,,,,,,,
, Seattle  , SEA ," 1,277 ", 517 , 81 ," 5,831 ", 739 ," 1,087 ", 18 ," 3,134 ", 10 , 20 , D , 166 , 28 , 10 , D , 65 ," 2,054 "," 1,634 ", 109 ," 9,196 ",,,,,,,,,,,,,,,,,,,,,,,,,
, Spokane  , SPO , 95 , 101 , 12 , 234 , 10 , 22 , D , 47 , D , D , D , 24 , -   , D , D , D , 106 , 134 , 16 , 307 ,,,,,,,,,,,,,,,,,,,,,,,,,
, Yakima , YAK , 191 , 181 , 10 , 473 , D , 30 , -   , 80 , D , D , D , D , -   , D , -   , D , 201 , 217 , 11 , 570 ,,,,,,,,,,,,,,,,,,,,,,,,,
 West Virginia ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,,,,,,,
, Charleston  , CHS , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,
 Wisconsin ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,,,,,,,
, Milwaukee  , MIL , 480 , 395 , 25 ," 1,954 ", 135 , 147 , D , 555 , 17 , 18 , D , 101 , D , 10 , -   , 10 , 638 , 570 , 29 ," 2,620 ",,,,,,,,,,,,,,,,,,,,,,,,,
 Guam ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,,,,,,,
, Agana , AGA , 161 , 132 , 15 , 485 , 51 , 79 , D , 162 , -   , -   , -   , D , D , -   , -   , D , 213 , 211 , 19 , 657 ,,,,,,,,,,,,,,,,,,,,,,,,,
 U.S. Virgin Islands ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,,,,,,,
, Charlotte Amalie , CHA , 18 , 49 , D , 116 , -   , -   , -   , D , D , 69 , -   , 171 , -   , -   , -   , -   , 19 , 118 , D , 296 ,,,,,,,,,,,,,,,,,,,,,,,,,
, Christiansted  , CHR , 10 , D , -   , 47 , -   , -   , -   , D , -   , -   , -   , -   , -   , -   , -   , -   , 10 , D , -   , 51 ,,,,,,,,,,,,,,,,,,,,,,,,,
 Puerto Rico ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,,,,,,,
, San Juan  , SAJ , 199 , 91 , 16 , 704 , 18 , 20 , D , 53 , D , 78 , D , 138 , D , D , D , D , 224 , 190 , 21 , 902 ,,,,,,,,,,,,,,,,,,,,,,,,,
 Service Center ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,,,,,,,,,,,,,,,,,,,,,,,,,
, California , WSC , -   , -   , -   , 215 , 409 , 327 , 26 ," 1,754 ", -   , -   , -   , 24 , 614 , D , -   , 227 ," 1,023 ", 328 , 26 ," 2,220 ",,,,,,,,,,,,,,,,,,,,,,,,,
, National Benefits Center , NBC , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,
, Nebraska , NSC , D , D , D , D ," 9,105 "," 6,234 "," 1,176 "," 37,078 "," 23,335 "," 26,616 ", 294 ," 61,067 ", 185 , 334 , 55 ," 1,158 "," 32,632 "," 33,185 "," 1,526 "," 99,305 ",,,,,,,,,,,,,,,,,,,,,,,,,
, Potomac , YSC , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,
, Texas , SSC , -   , -   , -   , 39 ," 9,157 "," 4,494 "," 1,154 "," 38,036 "," 2,617 "," 2,236 ", 275 ," 14,048 ", 94 , 85 , D ," 1,699 "," 11,868 "," 6,815 "," 1,438 "," 53,822 ",,,,,,,,,,,,,,,,,,,,,,,,,
, Vermont , ESC ," 2,543 ", -   , 38 ," 7,015 ", D , -   , -   , D , 27 , D , 11 , 232 ," 3,697 "," 4,071 ", 608 ," 23,430 "," 6,268 "," 4,076 ", 657 ," 30,678 ",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 D  Data withheld to protect applicants' privacy. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Represents zero.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1  Family-based applications for legal permanent resident (LPR) status are based on a family relationship with an LPR or a U.S. citizen. Employment-based petitions are to 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"   request entrance to the U.S. for purposes of employment, either temporary or permanent resident, or for an entrepreneur who wishes to immigrate to the U.S. to create a commercial enterprise. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"   Others includes all other I-485 applications, to include those filed under the Haitian Refugee Immigration Fairness Act (HRIFA) program and the Creation of Record for North American Indians born",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   in Canada based on Section 289 of the Immigration and Nationality Act (INA).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2  The number of new applications received and entered into a case-tracking system during the reporting period.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3  The number of applications approved during the reporting period.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4  The number of applications that were denied, terminated, or withdrawn during the reporting period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5  The number of applications awaiting a decision as of the end of the reporting period.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6  Represents the office location. The office location does not reflect the complete area covered by the office’s jurisdiction. Please refer to USCIS.gov for office jurisdictions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NOTE: 1) Some applications approved, denied, or awaiting a decision may have been received in previous reporting periods. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
           2) The report reflects the most up-to-date estimate available at the time the report is generated.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source:  Department of Homeland Security, U.S. Citizenship and Immigration Services, Performance Analysis System (PAS), accessed July 2018.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
